Date,Retail_Category,Sales_Amount,Profit_Margin,Inventory_Turnover,Cost_of_Goods_Sold,Quarter,Year
2022-04-07,Electronics,5297,16.57097917209141,1.0789620491983618,4419.235233254319,2022Q2,2022
2022-04-08,Food,23616,34.62102997405836,10.469531821236373,15439.897561326377,2022Q2,2022
2022-04-08,Clothing,20756,10.64648901513396,3.0063767314647185,18546.214740018793,2022Q2,2022
2022-04-08,Electronics,40782,11.460406971918868,2.156110545093508,36108.216828712044,2022Q2,2022
2022-04-09,Food,11024,18.379931041147522,10.12710776168111,8997.796402023898,2022Q2,2022
2022-04-09,Clothing,38480,15.263266039412363,1.862750340322989,32606.695228034125,2022Q2,2022
2022-04-09,Electronics,35893,16.717689862604168,1.9507493780272487,29892.519577615487,2022Q2,2022
2022-04-10,Food,10166,28.437531202743706,6.796070438453168,7275.040577929075,2022Q2,2022
2022-04-10,Clothing,43414,12.691471774255787,2.016970718202839,37904.12444392459,2022Q2,2022
2022-04-10,Electronics,3490,4.648213078847581,0.7321287249617204,3327.7773635482195,2022Q2,2022
2022-04-11,Food,38648,24.514708756951084,8.506510735235539,29173.555359613543,2022Q2,2022
2022-04-11,Clothing,11895,8.615573333800846,4.188007357959513,10870.177551944389,2022Q2,2022
2022-04-11,Electronics,6444,17.377125079511284,1.1797846382371406,5324.218059876293,2022Q2,2022
2022-04-12,Food,26417,12.133741701966096,11.970305392536499,23211.629454591617,2022Q2,2022
2022-04-12,Clothing,22306,15.121545294440745,1.5890435688528792,18932.988106622048,2022Q2,2022
2022-04-12,Electronics,28338,8.82862248538799,3.719149886089651,25836.14496009075,2022Q2,2022
2022-04-13,Food,29465,15.12849101205018,4.311533346304833,25007.390123299414,2022Q2,2022
2022-04-13,Clothing,22408,11.421341106482878,6.0520759170955305,19848.70588485932,2022Q2,2022
2022-04-13,Electronics,25070,3.051338230853638,3.6245577051105413,24305.02950552499,2022Q2,2022
2022-04-14,Food,30365,23.36139728143117,7.070335509682066,23271.311715493423,2022Q2,2022
2022-04-14,Clothing,12985,14.513885632239704,2.1003934263981323,11100.371950653675,2022Q2,2022
2022-04-14,Electronics,13842,17.137847394138124,2.0559063334910364,11469.7791637034,2022Q2,2022
2022-04-15,Food,35749,32.4357602454721,7.502495433263291,24153.540069846178,2022Q2,2022
2022-04-15,Clothing,17938,7.654594155225237,5.3526389273149055,16564.918900435696,2022Q2,2022
2022-04-15,Electronics,17208,8.527751925837517,2.7517181215114253,15740.54444860188,2022Q2,2022
2022-04-16,Food,32178,26.79731858996821,2.6872501086664595,23555.15882412003,2022Q2,2022
2022-04-16,Clothing,32980,18.59857345134422,2.2355590399151346,26846.19047574668,2022Q2,2022
2022-04-16,Electronics,25660,10.90754535653386,3.4111710756109757,22861.123861513413,2022Q2,2022
2022-04-17,Food,9470,16.07930477498635,9.361535852628762,7947.289837808792,2022Q2,2022
2022-04-17,Clothing,20422,21.36503841543287,6.677576408348186,16058.831854800299,2022Q2,2022
2022-04-17,Electronics,22889,6.690363684176212,4.095709692232367,21357.642656328906,2022Q2,2022
2022-04-18,Food,7650,25.831019372774012,9.491093825362022,5673.927017982788,2022Q2,2022
2022-04-18,Clothing,21579,8.084402396526555,4.581641053624215,19834.466806853536,2022Q2,2022
2022-04-18,Electronics,32919,13.263138162216151,4.1514336138071855,28552.907548380066,2022Q2,2022
2022-04-19,Food,24736,18.545433792446897,4.964522617597279,20148.601497100335,2022Q2,2022
2022-04-19,Clothing,35677,11.172006607316538,1.398523042759069,31691.163202707678,2022Q2,2022
2022-04-19,Electronics,16096,7.523074318100409,3.617954640485227,14885.085957758558,2022Q2,2022
2022-04-20,Food,8583,15.487763127023968,11.758199019389265,7253.6852908075325,2022Q2,2022
2022-04-20,Clothing,19271,7.381923988029692,6.237114260207894,17848.429428266798,2022Q2,2022
2022-04-20,Electronics,20563,17.765876995867753,2.437155265505876,16909.80271333971,2022Q2,2022
2022-04-21,Food,39099,20.630337611730837,2.7134584290411152,31032.74429718936,2022Q2,2022
2022-04-21,Clothing,4073,17.60867805188731,5.253305948333246,3355.7985429466303,2022Q2,2022
2022-04-21,Electronics,35572,6.126202966931237,1.1434886888840141,33392.78708060322,2022Q2,2022
2022-04-22,Food,42901,32.51430753090963,9.066607647291717,28952.036926164456,2022Q2,2022
2022-04-22,Clothing,10496,5.312641501306935,6.502933078050894,9938.385148022824,2022Q2,2022
2022-04-22,Electronics,28165,11.224263608228057,1.6688153606801035,25003.68615474257,2022Q2,2022
2022-04-23,Food,41452,20.131202200692215,7.2259164928089605,33107.21406376906,2022Q2,2022
2022-04-23,Clothing,14375,8.509161619930254,1.2637758062191868,13151.808017135027,2022Q2,2022
2022-04-23,Electronics,42260,6.263974293934115,3.4555198559903433,39612.844463383444,2022Q2,2022
2022-04-24,Food,32487,25.82745158393619,7.195601576313578,24096.43580392665,2022Q2,2022
2022-04-24,Clothing,29029,20.545003080724317,3.6288690443740244,23064.99105569654,2022Q2,2022
2022-04-24,Electronics,25527,14.334582033028328,2.2459406322476805,21867.811244428856,2022Q2,2022
2022-04-25,Food,22109,14.157084218901986,9.51131935605052,18979.01025004296,2022Q2,2022
2022-04-25,Clothing,20750,6.535728329819335,5.6717183681057755,19393.836371562487,2022Q2,2022
2022-04-25,Electronics,25563,16.648218836670623,3.413978158375432,21307.21581878189,2022Q2,2022
2022-04-26,Food,32963,24.160116007422427,7.022478820891447,24999.100960473344,2022Q2,2022
2022-04-26,Clothing,24650,21.219477921173763,1.983007409043,19419.39869243067,2022Q2,2022
2022-04-26,Electronics,25363,5.439046057452108,0.7216142267390102,23983.494748448422,2022Q2,2022
2022-04-27,Food,3262,31.038241507751085,10.540874568488293,2249.5325620171598,2022Q2,2022
2022-04-27,Clothing,25558,15.146328431587117,3.1386145667383727,21686.901379454965,2022Q2,2022
2022-04-27,Electronics,34421,9.587796939205914,1.9430965549725094,31120.784415555932,2022Q2,2022
2022-04-28,Food,36611,28.204718905090083,7.207167503958885,26284.97036165747,2022Q2,2022
2022-04-28,Clothing,10630,15.170862990558629,3.8661527740145605,9017.337264103617,2022Q2,2022
2022-04-28,Electronics,25854,15.105637082787196,3.717721927979019,21948.5885886162,2022Q2,2022
2022-04-29,Food,42631,34.192484705177165,2.5499112763046567,28054.401845335924,2022Q2,2022
2022-04-29,Clothing,24551,11.136556247980456,1.7311760252944781,21816.86407555832,2022Q2,2022
2022-04-29,Electronics,5590,17.39358057222588,3.681052879288239,4617.698846012573,2022Q2,2022
2022-04-30,Food,37908,21.150144323948894,4.258762823966887,29890.40328967745,2022Q2,2022
2022-04-30,Clothing,2841,21.288903481066818,5.598676000884953,2236.1822521028917,2022Q2,2022
2022-04-30,Electronics,13754,14.904978365783194,3.1692551301717975,11703.96927557018,2022Q2,2022
2022-05-01,Food,3921,25.930789494737173,11.815479601709887,2904.2537439113553,2022Q2,2022
2022-05-01,Clothing,13418,16.783978594767717,1.499255678620518,11165.925752154068,2022Q2,2022
2022-05-01,Electronics,29435,13.289202760251015,4.208468437921097,25523.323167520113,2022Q2,2022
2022-05-02,Food,13682,23.89516453592949,6.995496121772668,10412.663588194127,2022Q2,2022
2022-05-02,Clothing,18274,5.577081635958581,5.245037550031672,17254.84410184493,2022Q2,2022
2022-05-02,Electronics,5732,5.081584444570087,1.049599882864409,5440.723579637242,2022Q2,2022
2022-05-03,Food,43286,33.60666222783585,7.005035058245906,28739.020188058974,2022Q2,2022
2022-05-03,Clothing,27010,12.737442645614655,4.23012054121278,23569.616741419482,2022Q2,2022
2022-05-03,Electronics,2114,2.592122155447882,2.925452526080007,2059.2025376338315,2022Q2,2022
2022-05-04,Food,36935,13.01417214443197,3.231055415477487,32128.215518454053,2022Q2,2022
2022-05-04,Clothing,31366,10.777874384057123,5.403647274866817,27985.411920696642,2022Q2,2022
2022-05-04,Electronics,14151,11.158844150935451,3.735510219663501,12571.911964201125,2022Q2,2022
2022-05-05,Food,16817,17.968812573301747,8.445968076151587,13795.184789547846,2022Q2,2022
2022-05-05,Clothing,30187,12.255889963132693,6.2846591916022065,26487.314496829134,2022Q2,2022
2022-05-05,Electronics,10002,9.391085609209401,4.46233112203293,9062.703617366875,2022Q2,2022
2022-05-06,Food,38614,31.867541817104982,7.524902773258514,26308.66740274308,2022Q2,2022
2022-05-06,Clothing,15419,18.579315008152307,6.988017841093358,12554.255418892995,2022Q2,2022
2022-05-06,Electronics,17871,2.8429413756356574,0.9453193013931107,17362.937946760154,2022Q2,2022
2022-05-07,Food,9936,21.994533171412616,8.017193468659613,7750.623184088442,2022Q2,2022
2022-05-07,Clothing,19655,21.729418976388015,5.655985800414205,15384.082700190935,2022Q2,2022
2022-05-07,Electronics,26074,8.741712036433123,3.476570976196677,23794.686003620427,2022Q2,2022
2022-05-08,Food,34233,10.08365905107448,6.939452282107699,30781.060997045675,2022Q2,2022
2022-05-08,Clothing,26451,9.88306285811939,2.9185870986447426,23836.831043398837,2022Q2,2022
2022-05-08,Electronics,42100,6.436250331148377,4.150322498024384,39390.338610586536,2022Q2,2022
2022-05-09,Food,36900,12.73668996697788,6.220486335133383,32200.161402185164,2022Q2,2022
2022-05-09,Clothing,10655,8.71031609370609,6.709774866911307,9726.915820215616,2022Q2,2022
2022-05-09,Electronics,43398,11.416867663571926,4.431089008812318,38443.307771363056,2022Q2,2022
2022-05-10,Food,42470,32.59309917938176,11.89725664322691,28627.710778516568,2022Q2,2022
2022-05-10,Clothing,25762,21.849866644328596,2.5436958680239714,20133.03735508807,2022Q2,2022
2022-05-10,Electronics,17434,5.689107132880304,3.839505819227436,16442.161062453648,2022Q2,2022
2022-05-11,Food,35657,15.766745292943968,4.177016304052328,30035.051630894966,2022Q2,2022
2022-05-11,Clothing,18820,8.169450456452326,5.721589946687169,17282.509424095675,2022Q2,2022
2022-05-11,Electronics,17376,2.925482825014342,4.379500257549164,16867.66810432551,2022Q2,2022
2022-05-12,Food,12862,24.931851810758523,7.487799258172547,9655.265220100238,2022Q2,2022
2022-05-12,Clothing,44374,11.736114321345198,5.59778315908373,39166.21663104628,2022Q2,2022
2022-05-12,Electronics,28185,17.94137241290759,4.100000977380195,23128.224185421997,2022Q2,2022
2022-05-13,Food,9406,15.611014295916517,4.62626734081492,7937.627995326093,2022Q2,2022
2022-05-13,Clothing,11722,5.592707723975024,6.3905443591214715,11066.422800595648,2022Q2,2022
2022-05-13,Electronics,19264,3.4637893983640784,4.022097364258483,18596.735610299143,2022Q2,2022
2022-05-14,Food,25374,16.823984371407875,7.0284298691385,21105.082205598967,2022Q2,2022
2022-05-14,Clothing,19102,21.246075469905808,6.200340180139613,15043.574663738595,2022Q2,2022
2022-05-14,Electronics,30692,7.264821845917936,4.23319900444406,28462.280879050868,2022Q2,2022
2022-05-15,Food,17085,20.211330326767467,6.040540911616983,13631.894213671778,2022Q2,2022
2022-05-15,Clothing,16163,16.827142978445753,1.482944773704404,13443.228880393814,2022Q2,2022
2022-05-15,Electronics,43373,3.296739454522367,1.4587144876042641,41943.10519639001,2022Q2,2022
2022-05-16,Food,4520,32.36199827420169,11.919015683877957,3057.2376780060836,2022Q2,2022
2022-05-16,Clothing,39501,13.417490959237563,3.9874021484945583,34200.95689619157,2022Q2,2022
2022-05-16,Electronics,3896,16.50421951111328,2.828143873486339,3252.9956078470263,2022Q2,2022
2022-05-17,Food,12803,26.950403813976585,7.874453657960015,9352.539799696578,2022Q2,2022
2022-05-17,Clothing,35580,19.936709768037687,5.825070925320183,28486.518664532192,2022Q2,2022
2022-05-17,Electronics,21123,5.924568516085353,1.2136285728398513,19871.55339234729,2022Q2,2022
2022-05-18,Food,19588,18.350221968630947,4.767555297359666,15993.55852078457,2022Q2,2022
2022-05-18,Clothing,27792,16.562393119925105,4.787945993648068,23188.979704110414,2022Q2,2022
2022-05-18,Electronics,3969,5.027544636560094,4.038384817804365,3769.4567533749296,2022Q2,2022
2022-05-19,Food,10517,21.63675021924959,10.851179062167251,8241.462979441521,2022Q2,2022
2022-05-19,Clothing,14213,7.190787747048569,3.1436893547030227,13190.973337511987,2022Q2,2022
2022-05-19,Electronics,38009,16.539220948309886,0.604368434772427,31722.607509756897,2022Q2,2022
2022-05-20,Food,28088,16.467208267447695,4.334762213579284,23462.690541839293,2022Q2,2022
2022-05-20,Clothing,31720,15.487757612387615,6.890879832559056,26807.28328535065,2022Q2,2022
2022-05-20,Electronics,36332,3.853501708484122,2.0691119117485153,34931.94575927355,2022Q2,2022
2022-05-21,Food,38811,23.499634492896384,9.908531253935864,29690.556856961986,2022Q2,2022
2022-05-21,Clothing,6945,9.816830120514886,1.3068807686816613,6263.221148130241,2022Q2,2022
2022-05-21,Electronics,23236,17.407872061743916,1.9333014475508756,19191.106847733183,2022Q2,2022
2022-05-22,Food,34839,14.487433085595836,9.660138923479932,29791.723187309268,2022Q2,2022
2022-05-22,Clothing,18161,20.93288428301967,5.189737189344717,14359.378885360798,2022Q2,2022
2022-05-22,Electronics,8991,6.81541707114906,3.361871145716598,8378.22585113299,2022Q2,2022
2022-05-23,Food,9573,21.839347210877214,3.0502443753085835,7482.319291502724,2022Q2,2022
2022-05-23,Clothing,12883,5.777614574812719,6.254913475683782,12138.669914326878,2022Q2,2022
2022-05-23,Electronics,39067,12.81683611498807,2.339237397340254,34059.84663495761,2022Q2,2022
2022-05-24,Food,26838,13.2521560032658,9.703500361325714,23281.386371843524,2022Q2,2022
2022-05-24,Clothing,23010,6.11564445775822,5.964775094963158,21602.790210269835,2022Q2,2022
2022-05-24,Electronics,33098,9.818291046474654,3.6045889294503937,29848.342029437823,2022Q2,2022
2022-05-25,Food,30741,10.025736996140836,4.009913691129187,27658.988190016345,2022Q2,2022
2022-05-25,Clothing,14525,21.95111650268109,3.6718515529686426,11336.600327985572,2022Q2,2022
2022-05-25,Electronics,8040,15.667356391385054,2.655393975226262,6780.344546132642,2022Q2,2022
2022-05-26,Food,37112,27.34205564453721,4.5973113214932235,26964.816309199352,2022Q2,2022
2022-05-26,Clothing,14761,8.910912611534377,1.9617437331743925,13445.66018941141,2022Q2,2022
2022-05-26,Electronics,29587,8.91735681668163,4.280102088653636,26948.621638648405,2022Q2,2022
2022-05-27,Food,17835,31.434002302312464,11.662944486566982,12228.745689382573,2022Q2,2022
2022-05-27,Clothing,35950,9.66165843992739,6.907070358167004,32476.633790846103,2022Q2,2022
2022-05-27,Electronics,8924,7.13188384701004,3.425248423195056,8287.550685492824,2022Q2,2022
2022-05-28,Food,12925,15.327617600627082,2.795773787402858,10943.90542511895,2022Q2,2022
2022-05-28,Clothing,43252,17.15370868343821,4.463951660791619,35832.67792023931,2022Q2,2022
2022-05-28,Electronics,24519,9.571358507064916,4.375954368867415,22172.198607652754,2022Q2,2022
2022-05-29,Food,40841,15.092531231906856,3.366062658858821,34677.05931957692,2022Q2,2022
2022-05-29,Clothing,10211,18.105671358948882,6.099742723077949,8362.229897537729,2022Q2,2022
2022-05-29,Electronics,32207,2.28579027965311,3.7075115286697073,31470.815524632122,2022Q2,2022
2022-05-30,Food,40327,10.813154487281299,11.248054554249025,35966.37918991407,2022Q2,2022
2022-05-30,Clothing,16751,18.541133946594996,3.9928296387727906,13645.17465260587,2022Q2,2022
2022-05-30,Electronics,13036,11.71690317220274,1.565405826853163,11508.584502471651,2022Q2,2022
2022-05-31,Food,10212,15.013118167508418,7.170148194043651,8678.86037273404,2022Q2,2022
2022-05-31,Clothing,6609,10.540732887185273,4.62353084553661,5912.362963485925,2022Q2,2022
2022-05-31,Electronics,18467,6.96579134277718,2.375358581419025,17180.62731272934,2022Q2,2022
2022-06-01,Food,38435,21.61496491589525,8.96433795041359,30127.28823457566,2022Q2,2022
2022-06-01,Clothing,30509,13.158960190191099,4.680119179091961,26494.332835574598,2022Q2,2022
2022-06-01,Electronics,27643,12.511741721031889,3.552531143683771,24184.379236055156,2022Q2,2022
2022-06-02,Food,22081,32.695466324616,9.380710427200913,14861.514080861542,2022Q2,2022
2022-06-02,Clothing,5262,6.783813033108974,2.603861092002659,4905.035758197806,2022Q2,2022
2022-06-02,Electronics,40059,2.29388219104864,2.481189888051207,39140.09373308783,2022Q2,2022
2022-06-03,Food,32311,27.561624263602596,7.816662493125684,23405.563584187363,2022Q2,2022
2022-06-03,Clothing,23931,21.00103757195057,1.6200143784487806,18905.241698656508,2022Q2,2022
2022-06-03,Electronics,7868,3.405863986317334,1.9674450317158048,7600.026621556552,2022Q2,2022
2022-06-04,Food,24616,11.96446242887552,6.2707711239151624,21670.827928508003,2022Q2,2022
2022-06-04,Clothing,44701,21.61692856735136,2.364982721201306,35038.01676110827,2022Q2,2022
2022-06-04,Electronics,11861,14.809387185745326,1.3805859525547595,10104.458585898747,2022Q2,2022
2022-06-05,Food,10578,26.759636458860303,11.539724756375605,7747.365655381757,2022Q2,2022
2022-06-05,Clothing,40350,20.23576214564565,4.649704496786229,32184.86997423198,2022Q2,2022
2022-06-05,Electronics,27515,6.781374181397022,4.247287079667893,25649.10489398861,2022Q2,2022
2022-06-06,Food,38179,27.85217330331069,10.116416789163022,27545.318754529013,2022Q2,2022
2022-06-06,Clothing,15129,15.408385759979687,4.0095109959294355,12797.865318372673,2022Q2,2022
2022-06-06,Electronics,34726,16.31706649696844,2.735610266999571,29059.735488262737,2022Q2,2022
2022-06-07,Food,29461,29.595813835471546,7.0685863987653565,20741.77728593173,2022Q2,2022
2022-06-07,Clothing,22788,7.787991176821453,3.7439218556393223,21013.272570625926,2022Q2,2022
2022-06-07,Electronics,16813,2.9656333438490208,1.5637026126395712,16314.388065898665,2022Q2,2022
2022-06-08,Food,3060,31.794589164805043,4.5825328799014216,2087.0855715569655,2022Q2,2022
2022-06-08,Clothing,21522,12.993104075843306,5.516818580450742,18725.624140797005,2022Q2,2022
2022-06-08,Electronics,29880,14.635176114279666,3.168960324453417,25507.009377053237,2022Q2,2022
2022-06-09,Food,25863,23.88408877344078,9.332416893586506,19685.858120525012,2022Q2,2022
2022-06-09,Clothing,2161,10.649348631036851,4.346376087172331,1930.8675760832937,2022Q2,2022
